"YEAR","MONTH","DAY","DAY_OF_WEEK","AIRLINE","FLIGHT_NUMBER","TAIL_NUMBER","ORIGIN_AIRPORT","DESTINATION_AIRPORT","SCHEDULED_DEPARTURE","DEPARTURE_TIME","DEPARTURE_DELAY","TAXI_OUT","WHEELS_OFF","SCHEDULED_TIME","ELAPSED_TIME","AIR_TIME","DISTANCE","WHEELS_ON","TAXI_IN","SCHEDULED_ARRIVAL","ARRIVAL_TIME","ARRIVAL_DELAY","DIVERTED","CANCELLED","CANCELLATION_REASON","AIR_SYSTEM_DELAY","SECURITY_DELAY","AIRLINE_DELAY","LATE_AIRCRAFT_DELAY","WEATHER_DELAY"
2015,5,28,4,"MQ",3023,"N697MQ","ORD","MSN",1515,1507,-8,23,1530,61,54,28,108,1558,3,1616,1601,-15,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"WN",2156,"N655WN","DTW","STL",830,1018,108,15,1033,105,96,78,440,1051,3,915,1054,99,0,0,"",0,0,99,0,0
2015,8,14,5,"EV",4872,"N883AS","DTW","SCE",1529,1525,-4,14,1539,76,68,51,301,1630,3,1645,1633,-12,0,0,"",NA,NA,NA,NA,NA
2015,5,18,1,"UA",766,"N588UA","JFK","SFO",1200,1154,-6,56,1250,380,396,332,2586,1522,8,1520,1530,10,0,0,"",NA,NA,NA,NA,NA
2015,8,14,5,"WN",374,"N271LV","CMH","DEN",1735,1743,8,14,1757,190,171,151,1154,1828,6,1845,1834,-11,0,0,"",NA,NA,NA,NA,NA
2015,7,31,5,"AA",49,"N853AA","DFW","PHX",1840,1842,2,26,1908,159,160,129,868,1917,5,1919,1922,3,0,0,"",NA,NA,NA,NA,NA
2015,5,15,5,"NK",404,"N522NK","FLL","ATL",731,727,-4,15,742,112,115,87,581,909,13,923,922,-1,0,0,"",NA,NA,NA,NA,NA
2015,6,14,7,"AS",513,"N587AS","SNA","SEA",1240,1238,-2,14,1252,155,157,135,978,1507,8,1515,1515,0,0,0,"",NA,NA,NA,NA,NA
2015,2,26,4,"WN",882,"N947WN","LAS","DEN",750,758,8,9,807,110,101,82,628,1029,10,1040,1039,-1,0,0,"",NA,NA,NA,NA,NA
2015,3,10,2,"WN",3472,"N426WN","DAL","LAX",1320,1536,136,10,1546,200,185,169,1246,1635,6,1440,1641,121,0,0,"",0,0,121,0,0
2015,1,7,3,"B6",1236,"N348JB","SJU","STT",745,736,-9,9,745,34,29,17,68,802,3,819,805,-14,0,0,"",NA,NA,NA,NA,NA
2015,1,31,6,"AA",224,"N855AA","LAX","LAS",920,914,-6,21,935,75,74,44,236,1019,9,1035,1028,-7,0,0,"",NA,NA,NA,NA,NA
2015,1,4,7,"AS",681,"N525AS","SEA","DEN",2035,2040,5,13,2053,141,135,118,1024,2351,4,2356,2355,-1,0,0,"",NA,NA,NA,NA,NA
2015,3,24,2,"WN",998,"N720WN","LGA","MDW",825,NA,NA,NA,NA,150,NA,NA,725,NA,NA,955,NA,NA,0,1,"A",NA,NA,NA,NA,NA
2015,7,23,4,"OO",5231,"N969SW","MOT","DEN",1321,1313,-8,18,1331,114,117,89,604,1400,10,1415,1410,-5,0,0,"",NA,NA,NA,NA,NA
2015,4,18,6,"WN",1259,"N7814B","RSW","DCA",1305,1304,-1,9,1313,140,135,119,892,1512,7,1525,1519,-6,0,0,"",NA,NA,NA,NA,NA
2015,2,1,7,"AA",1456,"N3AMAA","MCO","DFW",1345,1559,134,11,1610,179,185,151,985,1741,23,1544,1804,140,0,0,"",6,0,4,130,0
2015,5,4,1,"DL",942,"N319NB","MCI","DTW",1020,1011,-9,17,1028,114,113,91,629,1259,5,1314,1304,-10,0,0,"",NA,NA,NA,NA,NA
2015,2,8,7,"OO",4573,"N418SW","MSP","SBN",1948,1942,-6,29,2011,92,98,62,411,2213,7,2220,2220,0,0,0,"",NA,NA,NA,NA,NA
2015,4,17,5,"WN",926,"N404WN","TPA","MDW",2145,2139,-6,12,2151,155,150,133,997,2304,5,2320,2309,-11,0,0,"",NA,NA,NA,NA,NA
2015,7,14,2,"UA",3,"N33286","ORD","SNA",913,912,-1,19,931,260,255,229,1726,1120,7,1133,1127,-6,0,0,"",NA,NA,NA,NA,NA
2015,9,7,1,"WN",1299,"N657SW","SAN","SFO",1915,1918,3,8,1926,85,77,64,447,2030,5,2040,2035,-5,0,0,"",NA,NA,NA,NA,NA
2015,9,30,3,"DL",447,"N180DN","JFK","LAX",1700,1717,17,34,1751,390,365,322,2475,2013,9,2030,2022,-8,0,0,"",NA,NA,NA,NA,NA
2015,6,9,2,"DL",2433,"N957DL","MSY","ATL",1015,1014,-1,11,1025,85,96,76,425,1241,9,1240,1250,10,0,0,"",NA,NA,NA,NA,NA
2015,8,26,3,"AS",368,"N478AS","SEA","SMF",1955,1949,-6,18,2007,104,113,90,605,2137,5,2139,2142,3,0,0,"",NA,NA,NA,NA,NA
2015,12,28,1,"MQ",3474,"N534MQ","IND","ORD",600,NA,NA,NA,NA,80,NA,NA,177,NA,NA,620,NA,NA,0,1,"A",NA,NA,NA,NA,NA
2015,6,20,6,"EV",4672,"N14568","CVG","EWR",1604,1613,9,8,1621,117,103,88,569,1749,7,1801,1756,-5,0,0,"",NA,NA,NA,NA,NA
2015,2,28,6,"DL",2602,"N347NB","MSY","LGA",730,719,-11,13,732,166,151,130,1183,1042,8,1116,1050,-26,0,0,"",NA,NA,NA,NA,NA
2015,3,2,1,"WN",2426,"N415WN","MDW","DTW",1655,1704,9,14,1718,70,60,40,228,1858,6,1905,1904,-1,0,0,"",NA,NA,NA,NA,NA
2015,10,19,1,"B6",1968,"N779JB","14027","12197",1720,1709,-11,11,1720,162,157,141,1056,1941,5,2002,1946,-16,0,0,"",NA,NA,NA,NA,NA
2015,6,14,7,"WN",2939,"N216WR","PWM","BWI",1810,1804,-6,9,1813,95,122,100,452,1953,13,1945,2006,21,0,0,"",21,0,0,0,0
2015,5,25,1,"AA",1127,"N3BPAA","DFW","SFO",2025,2207,102,17,2224,238,222,200,1464,2344,5,2223,2349,86,0,0,"",0,0,0,44,42
2015,2,5,4,"DL",2124,"N816DN","MSY","ATL",715,709,-6,12,721,89,78,59,425,920,7,944,927,-17,0,0,"",NA,NA,NA,NA,NA
2015,1,31,6,"AA",248,"N5BYAA","SEA","DFW",848,846,-2,26,912,227,235,198,1660,1430,11,1435,1441,6,0,0,"",NA,NA,NA,NA,NA
2015,9,3,4,"DL",2304,"N919DN","ATL","TPA",2159,2350,111,15,5,83,77,58,406,103,4,2322,107,105,0,0,"",0,0,0,96,9
2015,2,27,5,"WN",900,"N425LV","DEN","MSY",1925,2010,45,10,2020,150,139,125,1062,2325,4,2255,2329,34,0,0,"",0,0,29,5,0
2015,10,5,1,"OO",5495,"N715SK","12266","13303",720,720,0,15,735,155,154,132,964,1047,7,1055,1054,-1,0,0,"",NA,NA,NA,NA,NA
2015,2,13,5,"EV",5871,"N16178","TUL","DEN",930,921,-9,13,934,125,126,93,541,1007,20,1035,1027,-8,0,0,"",NA,NA,NA,NA,NA
2015,8,12,3,"DL",1475,"N985DL","SAV","ATL",1829,1824,-5,17,1841,80,65,37,214,1918,11,1949,1929,-20,0,0,"",NA,NA,NA,NA,NA
2015,3,23,1,"NK",188,"N603NK","OAK","LAS",600,557,-3,15,612,82,83,61,407,713,7,722,720,-2,0,0,"",NA,NA,NA,NA,NA
2015,3,7,6,"MQ",3263,"N928MQ","DFW","ACT",1050,1049,-1,11,1100,39,37,23,89,1123,3,1129,1126,-3,0,0,"",NA,NA,NA,NA,NA
2015,4,19,7,"B6",816,"N294JB","BUF","BOS",900,850,-10,13,903,82,80,62,395,1005,5,1022,1010,-12,0,0,"",NA,NA,NA,NA,NA
2015,1,28,3,"AA",327,"","LGA","ORD",1023,NA,NA,NA,NA,167,NA,NA,733,NA,NA,1210,NA,NA,0,1,"B",NA,NA,NA,NA,NA
2015,6,28,7,"WN",3138,"N7729A","BWI","AUS",2150,2234,44,13,2247,205,200,181,1342,48,6,15,54,39,0,0,"",0,0,2,37,0
2015,12,15,2,"DL",1119,"N953DN","MSY","ATL",1315,1315,0,10,1325,83,77,58,425,1523,9,1538,1532,-6,0,0,"",NA,NA,NA,NA,NA
2015,10,20,2,"MQ",3473,"N625MQ","13930","11066",720,716,-4,20,736,89,75,48,296,924,7,949,931,-18,0,0,"",NA,NA,NA,NA,NA
2015,6,30,2,"OO",2776,"N885AS","PHX","DRO",2140,2133,-7,12,2145,75,70,55,351,2340,3,2355,2343,-12,0,0,"",NA,NA,NA,NA,NA
2015,7,21,2,"NK",939,"N601NK","DTW","IAH",730,725,-5,13,738,174,169,146,1075,904,10,924,914,-10,0,0,"",NA,NA,NA,NA,NA
2015,3,21,6,"AS",64,"N763AS","JNU","PSG",1405,1404,-1,14,1418,40,43,26,123,1444,3,1445,1447,2,0,0,"",NA,NA,NA,NA,NA
2015,4,18,6,"DL",2038,"N985AT","JFK","BOS",1535,1543,8,40,1623,88,87,38,187,1701,9,1703,1710,7,0,0,"",NA,NA,NA,NA,NA
2015,10,21,3,"AA",1867,"N749US","10693","12892",2055,2045,-10,11,2056,271,261,244,1797,2300,6,2326,2306,-20,0,0,"",NA,NA,NA,NA,NA
2015,1,25,7,"DL",1947,"N960DN","LGA","ATL",1100,1055,-5,20,1115,168,142,116,762,1311,6,1348,1317,-31,0,0,"",NA,NA,NA,NA,NA
2015,8,11,2,"B6",1347,"N649JB","DCA","SJU",800,759,-1,24,823,228,219,191,1554,1134,4,1148,1138,-10,0,0,"",NA,NA,NA,NA,NA
2015,4,21,2,"OO",5598,"N962SW","ORD","DAY",1525,1523,-2,16,1539,73,70,47,240,1726,7,1738,1733,-5,0,0,"",NA,NA,NA,NA,NA
2015,9,12,6,"AS",731,"N549AS","IAH","SEA",1745,1739,-6,23,1802,273,265,236,1874,1958,6,2018,2004,-14,0,0,"",NA,NA,NA,NA,NA
2015,10,29,4,"DL",795,"N980DL","13487","11986",1325,1323,-2,16,1339,76,80,61,408,1540,3,1541,1543,2,0,0,"",NA,NA,NA,NA,NA
2015,7,17,5,"OO",2972,"N907SW","SBA","PHX",1620,1612,-8,15,1627,96,96,74,455,1741,7,1756,1748,-8,0,0,"",NA,NA,NA,NA,NA
2015,9,24,4,"EV",4302,"N14543","CLE","DCA",1712,1703,-9,14,1717,77,86,59,310,1816,13,1829,1829,0,0,0,"",NA,NA,NA,NA,NA
2015,7,26,7,"DL",1159,"N329NW","ATL","BUF",1329,1324,-5,17,1341,118,116,96,712,1517,3,1527,1520,-7,0,0,"",NA,NA,NA,NA,NA
2015,7,2,4,"WN",1695,"N917WN","LAS","FLL",1640,1706,26,14,1720,285,287,269,2173,49,4,25,53,28,0,0,"",2,0,13,13,0
2015,12,14,1,"WN",281,"N294WN","BNA","MDW",545,546,1,17,603,95,80,58,395,701,5,720,706,-14,0,0,"",NA,NA,NA,NA,NA
2015,8,22,6,"AS",764,"N587AS","PDX","DCA",940,943,3,12,955,308,279,264,2350,1719,3,1748,1722,-26,0,0,"",NA,NA,NA,NA,NA
2015,10,4,7,"HA",123,"N493HA","12173","12982",723,718,-5,10,728,39,38,23,102,751,5,802,756,-6,0,0,"",NA,NA,NA,NA,NA
2015,12,14,1,"NK",374,"N658NK","BQN","FLL",420,442,22,9,451,154,155,120,982,551,26,554,617,23,0,0,"",1,0,0,22,0
2015,3,30,1,"AA",256,"N788AA","LAX","JFK",1320,1349,29,18,1407,343,329,303,2475,2210,8,2203,2218,15,0,0,"",0,0,15,0,0
2015,4,29,3,"AA",75,"N3HNAA","IAD","LAX",1844,1839,-5,20,1859,351,309,280,2288,2039,9,2135,2048,-47,0,0,"",NA,NA,NA,NA,NA
2015,4,11,6,"OO",4605,"N912EV","CIU","DTW",630,625,-5,27,652,81,74,43,284,735,4,751,739,-12,0,0,"",NA,NA,NA,NA,NA
2015,4,29,3,"AA",1310,"N4XFAA","CLE","DFW",1155,1149,-6,12,1201,180,152,136,1021,1317,4,1355,1321,-34,0,0,"",NA,NA,NA,NA,NA
2015,5,17,7,"DL",761,"N3735D","MSP","DTW",1910,1910,0,17,1927,100,94,72,528,2139,5,2150,2144,-6,0,0,"",NA,NA,NA,NA,NA
2015,1,29,4,"EV",4456,"N16147","CRP","IAH",1604,1556,-8,18,1614,61,72,42,201,1656,12,1705,1708,3,0,0,"",NA,NA,NA,NA,NA
2015,9,13,7,"AA",1831,"N941UW","CLT","MIA",1140,1442,182,26,1508,128,148,106,650,1654,16,1348,1710,202,0,0,"",20,0,18,164,0
2015,8,19,3,"MQ",3112,"N697MQ","DFW","CRP",1055,1202,67,12,1214,86,72,57,354,1311,3,1221,1314,53,0,0,"",0,0,53,0,0
2015,11,18,3,"DL",2367,"N593NW","ATL","SAN",2100,2204,64,17,2221,294,271,252,1892,2333,2,2254,2335,41,0,0,"",0,0,19,0,22
2015,5,6,3,"US",1804,"N947UW","IAH","PHL",620,620,0,1,621,193,185,172,1325,1013,12,1033,1025,-8,0,0,"",NA,NA,NA,NA,NA
2015,4,24,5,"DL",754,"N910DL","ATL","MSY",1055,1118,23,10,1128,98,87,74,425,1142,3,1133,1145,12,0,0,"",NA,NA,NA,NA,NA
2015,11,28,6,"WN",3275,"N564WN","DEN","MCI",1540,1540,0,10,1550,90,81,64,533,1754,7,1810,1801,-9,0,0,"",NA,NA,NA,NA,NA
2015,11,27,5,"OO",5212,"N767SK","LIT","DEN",1647,1639,-8,10,1649,140,127,112,771,1741,5,1807,1746,-21,0,0,"",NA,NA,NA,NA,NA
2015,7,14,2,"OO",4482,"N445SW","FWA","DTW",1555,1603,8,15,1618,55,58,32,128,1650,11,1650,1701,11,0,0,"",NA,NA,NA,NA,NA
2015,12,3,4,"WN",2411,"N356SW","LAX","SFO",1700,1811,71,16,1827,75,99,63,337,1930,20,1815,1950,95,0,0,"",93,0,0,2,0
2015,2,25,3,"NK",724,"N602NK","FLL","LBE",1310,1305,-5,17,1322,160,155,131,980,1533,7,1550,1540,-10,0,0,"",NA,NA,NA,NA,NA
2015,10,21,3,"WN",335,"N550WN","13232","11042",1900,1901,1,8,1909,70,60,46,307,2055,6,2110,2101,-9,0,0,"",NA,NA,NA,NA,NA
2015,7,6,1,"AA",620,"N180US","PHX","CLT",840,844,4,19,903,250,238,210,1773,1533,9,1550,1542,-8,0,0,"",NA,NA,NA,NA,NA
2015,1,17,6,"HA",168,"N486HA","HNL","KOA",1000,956,-4,11,1007,44,45,29,163,1036,5,1044,1041,-3,0,0,"",NA,NA,NA,NA,NA
2015,9,18,5,"AA",2363,"N3BNAA","FLL","DFW",709,700,-9,16,716,196,199,154,1119,850,29,925,919,-6,0,0,"",NA,NA,NA,NA,NA
2015,9,9,3,"UA",240,"N823UA","EWR","SAT",1755,1815,20,32,1847,255,240,206,1569,2113,2,2110,2115,5,0,0,"",NA,NA,NA,NA,NA
2015,9,30,3,"WN",28,"N936WN","DAL","MDW",1435,1440,5,11,1451,135,124,110,793,1641,3,1650,1644,-6,0,0,"",NA,NA,NA,NA,NA
2015,7,8,3,"WN",42,"N726SW","HOU","DAL",1630,1630,0,8,1638,60,54,42,239,1720,4,1730,1724,-6,0,0,"",NA,NA,NA,NA,NA
2015,4,3,5,"DL",1489,"N981AT","ATL","IAH",1345,1343,-2,10,1353,138,116,101,689,1434,5,1503,1439,-24,0,0,"",NA,NA,NA,NA,NA
2015,3,3,2,"US",1951,"N917US","CLT","PHX",945,943,-2,21,1004,288,284,258,1773,1222,5,1233,1227,-6,0,0,"",NA,NA,NA,NA,NA
2015,5,19,2,"US",2028,"N812AW","CLT","RIC",1745,1753,8,12,1805,64,55,40,257,1845,3,1849,1848,-1,0,0,"",NA,NA,NA,NA,NA
2015,11,24,2,"WN",648,"N7708E","OAK","SNA",1520,1530,10,8,1538,80,76,63,371,1641,5,1640,1646,6,0,0,"",NA,NA,NA,NA,NA
2015,2,6,5,"MQ",3363,"N611MQ","DFW","MOB",1620,1617,-3,17,1634,94,92,71,539,1745,4,1754,1749,-5,0,0,"",NA,NA,NA,NA,NA
2015,10,7,3,"AA",483,"N807AW","14107","15016",1210,1220,10,21,1241,172,179,155,1262,1716,3,1702,1719,17,0,0,"",7,0,10,0,0
2015,5,9,6,"OO",5537,"N971SW","SGF","DEN",1330,1336,6,12,1348,124,151,134,637,1502,5,1434,1507,33,0,0,"",27,0,0,6,0
2015,11,16,1,"DL",840,"N968DL","LEX","ATL",1359,1358,-1,10,1408,87,79,59,304,1507,10,1526,1517,-9,0,0,"",NA,NA,NA,NA,NA
2015,5,18,1,"DL",476,"N155DL","LAX","JFK",855,1022,87,22,1044,335,321,285,2475,1829,14,1730,1843,73,0,0,"",73,0,0,0,0
2015,5,28,4,"MQ",3504,"N831MQ","JFK","CMH",1900,1854,-6,25,1919,119,100,72,483,2031,3,2059,2034,-25,0,0,"",NA,NA,NA,NA,NA
2015,6,3,3,"DL",2256,"N956AT","ATL","MCI",1455,1457,2,17,1514,133,128,106,692,1600,5,1608,1605,-3,0,0,"",NA,NA,NA,NA,NA
2015,10,30,5,"DL",754,"N942DL","13495","10397",1215,1211,-4,8,1219,90,73,59,425,1418,6,1445,1424,-21,0,0,"",NA,NA,NA,NA,NA
2015,3,11,3,"UA",245,"N461UA","CMH","ORD",730,743,13,15,758,92,74,56,296,754,3,802,757,-5,0,0,"",NA,NA,NA,NA,NA
2015,9,29,2,"DL",892,"N892AT","DTW","ORD",750,747,-3,25,812,77,95,57,235,809,13,807,822,15,0,0,"",15,0,0,0,0
2015,9,25,5,"EV",4548,"N16987","IAH","CLT",1250,1246,-4,31,1317,157,169,130,912,1627,8,1627,1635,8,0,0,"",NA,NA,NA,NA,NA
2015,4,26,7,"WN",758,"N468WN","SAT","DEN",1800,1755,-5,11,1806,135,122,105,794,1851,6,1915,1857,-18,0,0,"",NA,NA,NA,NA,NA
2015,1,17,6,"EV",5685,"N834AS","ATL","IAD",940,950,10,17,1007,106,100,79,534,1126,4,1126,1130,4,0,0,"",NA,NA,NA,NA,NA
2015,6,7,7,"WN",2525,"N922WN","SAN","SJC",1310,1308,-2,10,1318,75,73,59,417,1417,4,1425,1421,-4,0,0,"",NA,NA,NA,NA,NA
2015,6,13,6,"DL",1502,"N907DL","DTW","BWI",2012,2032,20,11,2043,96,82,63,409,2146,8,2148,2154,6,0,0,"",NA,NA,NA,NA,NA
2015,1,17,6,"HA",386,"N483HA","HNL","OGG",1011,1009,-2,11,1020,38,38,21,100,1041,6,1049,1047,-2,0,0,"",NA,NA,NA,NA,NA
2015,1,29,4,"AS",85,"N457AS","SEA","ANC",1020,1019,-1,16,1035,231,209,188,1448,1243,5,1311,1248,-23,0,0,"",NA,NA,NA,NA,NA
2015,10,20,2,"WN",2063,"N570WN","12889","12278",1630,1625,-5,8,1633,145,134,122,986,2035,4,2055,2039,-16,0,0,"",NA,NA,NA,NA,NA
2015,6,10,3,"WN",3927,"N423WN","SEA","DEN",1255,1308,13,18,1326,155,157,132,1024,1638,7,1630,1645,15,0,0,"",2,0,13,0,0
2015,5,30,6,"WN",1851,"N7726A","BWI","ALB",1850,1858,8,8,1906,70,60,49,289,1955,3,2000,1958,-2,0,0,"",NA,NA,NA,NA,NA
2015,12,19,6,"AA",581,"N762US","PHX","RNO",2345,2341,-4,13,2354,111,102,86,601,20,3,36,23,-13,0,0,"",NA,NA,NA,NA,NA
2015,7,7,2,"DL",234,"N727TW","PIT","JFK",1731,1903,92,21,1924,99,83,56,340,2020,6,1910,2026,76,0,0,"",76,0,0,0,0
2015,6,21,7,"DL",814,"N891AT","ATL","BHM",1239,1240,1,19,1259,54,47,24,134,1223,4,1233,1227,-6,0,0,"",NA,NA,NA,NA,NA
2015,6,1,1,"OO",4711,"N613QX","LAS","SEA",1604,1611,7,15,1626,159,151,130,867,1836,6,1843,1842,-1,0,0,"",NA,NA,NA,NA,NA
2015,4,19,7,"UA",689,"N811UA","LGA","ORD",1700,1656,-4,20,1716,169,161,126,733,1822,15,1849,1837,-12,0,0,"",NA,NA,NA,NA,NA
2015,4,17,5,"US",893,"N552UW","CLT","DFW",1300,1328,28,17,1345,166,156,133,936,1458,6,1446,1504,18,0,0,"",0,0,6,12,0
2015,8,15,6,"AS",621,"N609AS","LAS","PDX",2015,1957,-18,9,2006,123,125,113,763,2159,3,2218,2202,-16,0,0,"",NA,NA,NA,NA,NA
2015,3,17,2,"EV",5165,"N181PQ","GRK","ATL",1230,1228,-2,13,1241,121,128,109,803,1530,6,1531,1536,5,0,0,"",NA,NA,NA,NA,NA
2015,8,8,6,"UA",681,"N45956","ORD","SFO",905,1009,64,20,1029,263,275,240,1846,1229,15,1128,1244,76,0,0,"",12,0,64,0,0
2015,11,14,6,"DL",803,"N917DL","CVG","MCO",945,940,-5,11,951,132,122,103,757,1134,8,1157,1142,-15,0,0,"",NA,NA,NA,NA,NA
2015,10,11,7,"DL",2077,"N906DA","10397","11292",1920,1919,-1,14,1933,207,182,163,1199,2016,5,2047,2021,-26,0,0,"",NA,NA,NA,NA,NA
2015,11,16,1,"B6",814,"N827JB","FLL","HPN",1920,2017,57,13,2030,172,161,145,1097,2255,3,2212,2258,46,0,0,"",0,0,13,33,0
2015,7,24,5,"WN",658,"N458WN","CMH","TPA",600,559,-1,11,610,130,123,104,829,754,8,810,802,-8,0,0,"",NA,NA,NA,NA,NA
2015,8,7,5,"DL",147,"N585NW","SLC","ATL",1350,1411,21,18,1429,229,214,189,1590,1938,7,1939,1945,6,0,0,"",NA,NA,NA,NA,NA
2015,6,22,1,"EV",3922,"N14907","ORD","MSN",1042,1038,-4,47,1125,59,98,47,108,1212,4,1141,1216,35,0,0,"",35,0,0,0,0
2015,7,1,3,"OO",4986,"N754SK","IAH","MFE",1132,1153,21,101,1334,75,169,64,316,1438,4,1247,1442,115,0,0,"",94,0,0,13,8
2015,12,6,7,"WN",5901,"N738CB","SLC","MDW",1630,1636,6,6,1642,185,184,158,1259,2020,20,2035,2040,5,0,0,"",NA,NA,NA,NA,NA
2015,5,7,4,"EV",5004,"N854AS","DTW","LEX",2130,2125,-5,19,2144,76,83,57,296,2241,7,2246,2248,2,0,0,"",NA,NA,NA,NA,NA
2015,5,20,3,"WN",196,"N959WN","SAN","OAK",1910,1910,0,11,1921,85,77,61,446,2022,5,2035,2027,-8,0,0,"",NA,NA,NA,NA,NA
2015,4,13,1,"OO",4661,"N460SW","SLC","FAT",1520,1512,-8,21,1533,102,112,86,501,1559,5,1602,1604,2,0,0,"",NA,NA,NA,NA,NA
2015,2,8,7,"B6",1435,"N807JB","SFO","LGB",1310,1526,136,20,1546,82,84,61,354,1647,3,1432,1650,138,0,0,"",2,0,136,0,0
2015,4,21,2,"DL",2273,"N958DL","GSO","ATL",700,707,7,9,716,88,69,54,306,810,6,828,816,-12,0,0,"",NA,NA,NA,NA,NA
2015,10,1,4,"WN",357,"N730SW","12889","14679",1700,1700,0,30,1730,65,84,51,258,1821,3,1805,1824,19,0,0,"",19,0,0,0,0
2015,7,23,4,"AA",330,"N3AGAA","BOS","JFK",605,601,-4,25,626,74,73,43,187,709,5,719,714,-5,0,0,"",NA,NA,NA,NA,NA
2015,10,24,6,"DL",2147,"N534US","10397","14193",2221,2221,0,23,2244,76,75,47,271,2231,5,2237,2236,-1,0,0,"",NA,NA,NA,NA,NA
2015,3,15,7,"DL",1528,"N926DH","ATL","PBI",1742,1741,-1,20,1801,113,101,75,545,1916,6,1935,1922,-13,0,0,"",NA,NA,NA,NA,NA
2015,2,23,1,"US",609,"N562UW","RSW","CLT",1455,1451,-4,13,1504,114,114,93,600,1637,8,1649,1645,-4,0,0,"",NA,NA,NA,NA,NA
2015,10,25,7,"AS",750,"N596AS","14747","10397",1610,1605,-5,12,1617,283,272,252,2182,2329,8,2353,2337,-16,0,0,"",NA,NA,NA,NA,NA
2015,7,4,6,"UA",1714,"N68823","FLL","IAH",1843,1841,-2,16,1857,158,157,135,966,2012,6,2021,2018,-3,0,0,"",NA,NA,NA,NA,NA
2015,8,11,2,"EV",4297,"N11536","EWR","STL",1431,1456,25,15,1511,158,143,122,872,1613,6,1609,1619,10,0,0,"",NA,NA,NA,NA,NA
2015,3,28,6,"OO",4663,"N8933B","MSP","DAY",1936,1930,-6,19,1949,110,105,80,574,2209,6,2226,2215,-11,0,0,"",NA,NA,NA,NA,NA
2015,8,28,5,"WN",438,"N568WN","OAK","BUR",1240,1237,-3,14,1251,65,65,49,325,1340,2,1345,1342,-3,0,0,"",NA,NA,NA,NA,NA
2015,9,2,3,"B6",19,"N569JB","BOS","SAN",1629,1631,2,33,1704,364,386,347,2588,1951,6,1933,1957,24,0,0,"",22,0,2,0,0
2015,9,30,3,"UA",700,"N430UA","ORD","MSY",2106,2110,4,25,2135,144,132,105,837,2320,2,2330,2322,-8,0,0,"",NA,NA,NA,NA,NA
2015,12,20,7,"AS",853,"N517AS","SEA","HNL",1720,1716,-4,17,1733,383,339,316,2677,2049,6,2143,2055,-48,0,0,"",NA,NA,NA,NA,NA
2015,6,30,2,"DL",1728,"N375DA","LAS","JFK",1608,1608,0,19,1627,300,319,286,2248,13,14,8,27,19,0,0,"",19,0,0,0,0
2015,2,15,7,"DL",830,"N948DL","ATL","CMH",1855,1856,1,16,1912,97,92,70,447,2022,6,2032,2028,-4,0,0,"",NA,NA,NA,NA,NA
2015,7,2,4,"WN",4597,"N218WN","MDW","SFO",820,824,4,18,842,280,265,243,1855,1045,4,1100,1049,-11,0,0,"",NA,NA,NA,NA,NA
2015,8,23,7,"WN",2549,"N961WN","MKE","PHX",705,701,-4,8,709,225,211,199,1460,828,4,850,832,-18,0,0,"",NA,NA,NA,NA,NA
2015,9,29,2,"DL",1670,"N309DE","CHS","ATL",1015,1013,-2,38,1051,75,98,50,259,1141,10,1130,1151,21,0,0,"",21,0,0,0,0
2015,3,19,4,"WN",645,"N7812G","LGA","MKE",1855,1849,-6,56,1945,155,182,119,738,2044,7,2030,2051,21,0,0,"",21,0,0,0,0
2015,8,6,4,"AA",621,"N602AW","DCA","PHX",710,707,-3,21,728,297,285,256,1979,844,8,907,852,-15,0,0,"",NA,NA,NA,NA,NA
2015,10,12,1,"MQ",3387,"N642MQ","11996","11298",1120,1114,-6,12,1126,169,152,131,862,1237,9,1309,1246,-23,0,0,"",NA,NA,NA,NA,NA
2015,3,17,2,"F9",784,"N211FR","LAS","DEN",2024,2018,-6,17,2035,106,107,82,628,2257,8,2310,2305,-5,0,0,"",NA,NA,NA,NA,NA
2015,12,13,7,"UA",1925,"N445UA","IAH","MSY",905,1017,72,23,1040,72,77,52,305,1132,2,1017,1134,77,0,0,"",5,0,28,44,0
2015,5,11,1,"WN",1079,"N903WN","MSP","PHX",1855,1856,1,11,1907,200,198,174,1276,2001,13,2015,2014,-1,0,0,"",NA,NA,NA,NA,NA
2015,7,17,5,"OO",6210,"N726SK","GUC","DEN",1709,1733,24,15,1748,57,54,31,152,1819,8,1806,1827,21,0,0,"",0,0,0,21,0
2015,9,25,5,"WN",1059,"N719SW","ATL","BOS",2000,1952,-8,13,2005,160,143,117,946,2202,13,2240,2215,-25,0,0,"",NA,NA,NA,NA,NA
2015,2,9,1,"DL",1587,"N667DN","ATL","MCI",2000,1957,-3,17,2014,137,128,106,692,2100,5,2117,2105,-12,0,0,"",NA,NA,NA,NA,NA
2015,9,16,3,"OO",6416,"N708SK","SFO","ABQ",1100,1059,-1,51,1150,143,165,107,896,1437,7,1423,1444,21,0,0,"",21,0,0,0,0
2015,10,21,3,"UA",798,"N422UA","13487","11292",912,904,-8,13,917,134,152,110,680,1007,29,1026,1036,10,0,0,"",NA,NA,NA,NA,NA
2015,1,2,5,"WN",16,"N395SW","HOU","DAL",1000,1001,1,6,1007,60,49,38,239,1045,5,1100,1050,-10,0,0,"",NA,NA,NA,NA,NA
